avg_waiting_time_for_battery_slots,battery_swap_success_ratio,chargers_per_station,charging_deadline_miss_ratio,charging_solver,deadline_miss_ratio,inventory_per_station,max_charging_power_demand_kw,max_charging_power_kw,max_station_total_power_kw,max_total_charging_demand_kw,max_waiting_vehicles_by_station_top5,peak_station_power_kw,reposition_solver,steps,swap_capacity_per_station,total_charging_deadline_missed_slots,total_charging_deadline_misses,total_charging_demand,total_deadline_misses,total_idle_driving_distance,total_idle_moves,total_number_of_swaps,total_served,total_swap_arrivals,total_swap_requests,total_unmet_battery_demand,total_waiting_vehicles,waiting_vehicle_slots_by_station_top5,waiting_vehicles_p50,waiting_vehicles_p90,waiting_vehicles_p99
0.11918194640338504,0.8808180535966149,3,0.14011208967173738,gurobi,0.11918194640338504,10,23670.0,18480.0,23780.0,23670.0,"{'161': 5, '141': 4, '191': 4, '262': 4, '22': 3}",110.0,gurobi,96,3,2521,175,19132,169,15231.0,172182,1249,107783,1249,1418,169,169,"{'161': 7, '141': 5, '191': 5, '262': 5, '22': 3}",0.0,0.0,13.54999999999957
