avg_waiting_time_for_battery_slots,battery_swap_success_ratio,chargers_per_station,charging_deadline_miss_ratio,charging_solver,deadline_miss_ratio,effective_horizon,inventory_per_station,max_charging_power_demand_kw,max_charging_power_kw,max_station_total_power_kw,max_total_charging_demand_kw,max_waiting_vehicles_by_station_top5,peak_station_power_kw,reposition_event_no_incumbent_count,reposition_event_optimized_after_retry_count,reposition_event_outcome_counts,reposition_event_retry_count,reposition_event_second_pass_method0_count,reposition_event_status_counts,reposition_idle_cost_weight,reposition_low_energy_swap_bonus,reposition_service_discount_gamma,reposition_solver,reposition_step_no_solution_steps,reposition_step_outcome_counts,reposition_step_runtime_sec_avg,reposition_step_runtime_sec_max,reposition_step_runtime_sec_p95,reposition_step_status_counts,reposition_top_swap_targets,sim_end_hour,sim_start_hour,steps,swap_capacity_per_station,total_charging_deadline_missed_slots,total_charging_deadline_misses,total_charging_demand,total_deadline_misses,total_idle_driving_distance,total_idle_moves,total_number_of_swaps,total_served,total_swap_arrivals,total_swap_requests,total_unmet_battery_demand,total_waiting_vehicles,waiting_vehicle_slots_by_station_top5,waiting_vehicles_p50,waiting_vehicles_p90,waiting_vehicles_p99
0.6848026558465511,0.3151973441534489,3,0.12170860152135751,gurobi,0.6848026558465511,64,6,30750.0,20880.0,26180.0,30750.0,"{'222': 21, '264': 16, '144': 11, '46': 10, '37': 8}",110.0,2,2,"{""no_incumbent_first_pass"": 2, ""optimized"": 62, ""optimized_after_retry"": 2, ""second_pass_method0"": 2}",0,2,"{""2"": 66, ""9"": 2}",0.05,0.2,1.0,gurobi,0,"{""optimized"": 62, ""optimized_after_retry"": 1}",12.46047578539167,28.99416208267212,17.553667068481445,"{""2"": 63}",3,22,6,64,4,2692,208,28980,3713,38657.0,170666,1709,81734,1735,5422,3713,3713,"{'222': 940, '46': 373, '144': 312, '264': 290, '37': 228}",55.5,103.20000000000002,109.0
