avg_waiting_time_for_battery_slots,battery_swap_success_ratio,chargers_per_station,charging_deadline_miss_ratio,charging_solver,deadline_miss_ratio,effective_horizon,inventory_per_station,max_charging_power_demand_kw,max_charging_power_kw,max_station_total_power_kw,max_total_charging_demand_kw,max_waiting_vehicles_by_station_top5,peak_station_power_kw,reposition_event_no_incumbent_count,reposition_event_optimized_after_retry_count,reposition_event_outcome_counts,reposition_event_retry_count,reposition_event_second_pass_method0_count,reposition_event_status_counts,reposition_idle_cost_weight,reposition_low_energy_swap_bonus,reposition_service_discount_gamma,reposition_solver,reposition_step_no_solution_steps,reposition_step_outcome_counts,reposition_step_runtime_sec_avg,reposition_step_runtime_sec_max,reposition_step_runtime_sec_p95,reposition_step_status_counts,reposition_top_swap_targets,sim_end_hour,sim_start_hour,steps,swap_capacity_per_station,total_charging_deadline_missed_slots,total_charging_deadline_misses,total_charging_demand,total_deadline_misses,total_idle_driving_distance,total_idle_moves,total_number_of_swaps,total_served,total_swap_arrivals,total_swap_requests,total_unmet_battery_demand,total_waiting_vehicles,waiting_vehicle_slots_by_station_top5,waiting_vehicles_p50,waiting_vehicles_p90,waiting_vehicles_p99
0.8791706792046677,0.12082932079533223,3,0.14767932489451477,gurobi,0.8791706792046677,64,6,35880.0,21810.0,27110.0,35880.0,"{'64': 15, '212': 15, '27': 14, '39': 14, '98': 14}",110.0,0,0,"{""optimized"": 64}",0,0,"{""2"": 64}",0.05,0.2,1.0,gurobi,0,"{""optimized"": 63}",10.717052701919798,21.787226915359497,14.721167111396786,"{""2"": 63}",3,22,6,64,4,4233,315,36023,15520,37995.0,162548,2133,79953,2147,17653,15520,15520,"{'64': 611, '246': 544, '212': 537, '27': 495, '39': 480}",204.0,511.0,557.5099999999996
