t,trace_t_start,reposition_status,reposition_sol_count,reposition_runtime_sec,reposition_build_time_sec,reposition_candidate_prep_time_sec,reposition_vars_build_time_sec,reposition_expressions_build_time_sec,reposition_constraints_build_time_sec,reposition_objective_build_time_sec,reposition_optimize_time_sec,reposition_wall_time_sec,reposition_outcome,reposition_note,reposition_num_vars,reposition_num_constrs,reposition_num_nz,reposition_iter_count,reposition_bar_iter_count,reposition_obj_val,reposition_obj_bound,reposition_solver_method,reposition_solver_crossover,reposition_numeric_focus,reposition_presolve,reposition_lp_warm_start_enabled,reposition_lp_warm_start_mode,reposition_lp_warm_start_applied,reposition_lp_warm_start_var_count,reposition_lp_warm_start_nonzero_count,reposition_lp_warm_start_note,reposition_use_preaggregation,reposition_use_aux_elimination,x_var_count,y_var_count,v_var_count,o_var_count,r_var_count,b_var_count,mu_var_count,served_var_count,full_stock_var_count,vacant_split_constr_count,b_def_constr_count,mu_le_b_constr_count,swap_cap_constr_count,full_dyn_constr_count,served_by_supply_constr_count,o_dyn_constr_count,v_dyn_constr_count,error,swap_requests,successful_swaps,charging_deadline_misses,waiting_vehicles
19,19,2,1,9.96049189567566,13.179120041953865,0.37682195799425244,3.155133666994516,5.492472833022475,3.845113457995467,0.2513879159814678,9.960638082993682,23.522019499971066,optimized,,680265,218360,9157932,0.0,35,3979.724549957175,3979.7245766023207,2,0,0,-1,1,2,1,680265,1215,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,233,51,0,182
20,20,2,1,11.27863883972168,12.963880541967228,0.3805154580040835,3.2551467499579303,5.3008692499715835,3.7221434579696506,0.25212766602635384,11.278790124983061,24.628535000025295,optimized,,680265,218360,8979052,0.0,35,4037.649982431032,4037.650022641957,2,0,0,-1,1,2,1,680265,1180,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,200,32,0,168
21,21,2,1,13.980747938156128,14.02703349996591,0.3767037079669535,3.252186083002016,5.428078749973793,4.658877625013702,0.2500272920005955,13.980873249995057,28.389161541999783,optimized,,680265,218360,9698092,0.0,47,3995.8226405240307,3995.8226754430866,2,0,0,-1,1,2,1,680265,1175,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,187,30,0,157
22,22,2,1,10.360383987426758,14.089443332981318,0.3796290419995785,3.0254105839994736,5.590923040988855,4.783527874969877,0.25454145803814754,10.360527832992375,24.834557082969695,optimized,,680265,218360,9134652,0.0,40,3967.5295215516703,3967.5295468094105,2,0,0,-1,1,2,1,680265,1185,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,168,27,0,141
23,23,2,1,10.955743074417114,13.821560041978955,0.3789479580009356,3.087249082978815,5.94394770800136,4.1048009999794886,0.2519810419762507,10.955885624978691,25.161487250006758,optimized,,680265,218360,8988172,0.0,39,3964.0043682399278,3964.0043738803347,2,0,0,-1,1,2,1,680265,1195,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,146,17,0,129
24,24,2,1,9.641601085662842,13.8723757090047,0.3757021669880487,3.347034083039034,5.73572120902827,4.094520125014242,0.2542351250303909,9.641756166995037,23.89438054099446,optimized,,680265,218360,9146252,0.0,33,4014.7941797880803,4014.794210993562,2,0,0,-1,1,2,1,680265,1200,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,139,19,0,120
25,25,2,1,10.553246974945068,13.6588186249719,0.3768497090204619,3.3829963330063038,5.574100291007198,4.000448250037152,0.26025462499819696,10.553394041955471,24.593484916025773,optimized,,680265,218360,9552172,0.0,42,3994.5686004922527,3994.5686060536023,2,0,0,-1,1,2,1,680265,1265,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,133,32,0,101
26,26,2,1,10.104641914367676,13.984403457958251,0.3786409579915926,3.472270916972775,5.838699041982181,3.9805448339902796,0.2538245409959927,10.104788750002626,24.472600375011098,optimized,,680265,218360,9456252,0.0,35,3968.7422543887005,3968.7422584318692,2,0,0,-1,1,2,1,680265,1275,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,112,33,0,79
27,27,2,1,10.207739114761353,13.847433582996018,0.3760632919729687,3.2914722919813357,5.896865124988835,3.9521980000426993,0.26402470795437694,10.207911166013218,24.436936707992572,optimized,,680265,218360,9036572,0.0,35,3896.3170714755515,3896.3170804759534,2,0,0,-1,1,2,1,680265,1280,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,92,28,0,64
28,28,2,1,12.885274887084961,14.254574667022098,0.3771012089564465,3.307321041007526,5.9595560830202885,4.278225249960087,0.2619679169729352,12.885410458024126,27.521953958028462,optimized,,680265,218360,10028492,0.0,40,3918.508054845899,3918.508070445955,2,0,0,-1,1,2,1,680265,1300,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,81,29,0,52
29,29,2,1,10.242097854614258,13.812814999953844,0.40367033396614715,3.4340654580155388,5.593656166980509,4.0800153750460595,0.25824170804116875,10.2422500840039,24.46360849996563,optimized,,680265,218360,9619052,0.0,34,3933.691571885037,3933.69157332116,2,0,0,-1,1,2,1,680265,1295,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,64,24,0,40
30,30,2,1,10.020192861557007,14.278757209016476,0.37937341601355,3.3350315829738975,5.44289712497266,4.794707417022437,0.25697587500326335,10.020345166965853,24.683971583028324,optimized,,680265,218360,9634172,0.0,35,3991.679225956327,3991.6792289970304,2,0,0,-1,1,2,1,680265,1295,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,43,11,0,32
31,31,2,1,12.185218811035156,13.907189000048675,0.3742027499829419,3.0922584159998223,5.447103334008716,4.672617250005715,0.2515606250381097,12.185361332958564,26.472970458038617,optimized,,680265,218360,9355292,0.0,41,4020.4411233845794,4020.4411491134274,2,0,0,-1,1,2,1,680265,1305,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,43,13,0,30
32,32,2,1,13.021368026733398,13.661080749996472,0.3789832919719629,3.153662499971688,5.827261374972295,3.976956499973312,0.25860200001625344,13.021497249952517,27.06638324999949,optimized,,680265,218360,9655292,0.0,44,4047.376189533769,4047.376218075131,2,0,0,-1,1,2,1,680265,1305,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,38,11,0,27
33,33,2,1,10.925915002822876,14.14909704204183,0.37311920803040266,3.157483415969182,6.056994333048351,4.223653875000309,0.2580137500190176,10.92606391699519,25.454456791980192,optimized,,680265,218360,10287532,0.0,36,4020.823484823194,4020.8234872019084,2,0,0,-1,1,2,1,680265,1305,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,38,15,0,23
34,34,2,1,9.3054358959198,14.390214834013022,0.38033158297184855,3.224925540969707,5.6567227090126835,4.803302415995859,0.2587712910026312,9.305586208007298,24.081195791019127,optimized,,680265,218360,9364092,0.0,32,4016.8555670962346,4016.8555726687514,2,0,0,-1,1,2,1,680265,1305,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,29,10,0,19
35,35,2,1,11.757253885269165,14.394680958997924,0.37646241701440886,2.988051666994579,6.640011541952845,4.0453760419622995,0.26299045799532905,11.757390082988422,26.532907790970057,optimized,,680265,218360,9342012,0.0,43,4119.341338752934,4119.341355233392,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,22,7,0,15
36,36,2,1,12.584995985031128,14.432811166974716,0.38693224999587983,3.19692841602955,6.434236124972813,4.088695165992249,0.26231945800827816,12.585130708001088,27.411421124998014,optimized,,680265,218360,9174812,0.0,51,3976.6497602761606,3976.6497630585022,2,0,0,-1,1,2,1,680265,1305,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,28,11,0,17
37,37,2,1,11.108633041381836,13.937016832991503,0.3788446249673143,3.252658582990989,5.867961666022893,4.093587999988813,0.26907870901050046,11.108779207977932,25.42997470800765,optimized,,680265,218360,9338892,0.0,42,3885.104990434258,3885.1050152205157,2,0,0,-1,1,2,1,680265,1310,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,27,12,0,15
38,38,2,1,8.596014022827148,14.686435999989044,0.3796534579596482,3.3351067089824937,6.541496167017613,4.104580082988832,0.2603653339901939,8.596169417025521,23.666960667003877,optimized,,680265,218360,9579132,0.0,32,4008.645600703132,4008.6456061211297,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,20,9,0,11
39,39,2,1,8.956046104431152,14.418573125032708,0.3775224999990314,3.140555542020593,6.432954417017754,4.136289249989204,0.2575067500001751,8.95620062504895,23.756768915976863,optimized,,680265,218360,9602252,0.0,33,3902.128131837472,3902.1281437387515,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,22,15,0,7
40,40,2,1,9.383352041244507,14.534120084019378,0.3764598330017179,3.189072249981109,5.756762916978914,4.884540166996885,0.2555330420145765,9.38350358302705,24.298661958018783,optimized,,680265,218360,9645452,0.0,33,3935.7639688518634,3935.763996432627,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,21,15,0,6
41,41,2,1,10.202749013900757,13.95341095799813,0.3747164579690434,3.187673041014932,6.048921875015367,3.9916848330176435,0.2662539170123637,10.202920167008415,24.53548358398257,optimized,,680265,218360,9225292,0.0,35,3822.5544119110405,3822.55444274735,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,20,15,0,5
42,42,2,1,11.180955171585083,14.48753233300522,0.37713458301732317,3.3397667090175673,6.247791582951322,4.174478542001452,0.2691197919775732,11.181096334010363,26.050213582988363,optimized,,680265,218360,9440652,0.0,47,3766.8466009158487,3766.846603599606,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,17,11,0,6
43,43,2,1,10.170412063598633,15.47693258302752,0.3776985830045305,3.50609770801384,6.808553749986459,4.424832208023872,0.2655619999859482,10.170555874996353,26.029828416998498,optimized,,680265,218360,10304412,0.0,40,3678.8845766424542,3678.8846083176486,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,23,20,0,3
44,44,2,1,10.643902063369751,15.022456208011135,0.37643941695569083,3.443397625000216,6.292793667002115,4.561939749983139,0.2669782090233639,10.644046875007916,26.04780420899624,optimized,,680265,218360,10273772,0.0,43,3747.4466009906905,3747.4466119011086,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,16,11,0,5
45,45,2,1,9.26117491722107,14.669408874993678,0.3750022500171326,3.3805301249958575,6.024252625007648,4.534745542041492,0.2682573749916628,9.26132858300116,24.310434165992774,optimized,,680265,218360,10376972,0.0,34,3781.2510458639276,3781.251050727737,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,14,11,0,3
46,46,2,1,10.24035096168518,14.737787874997593,0.3798425840213895,3.5383413339732215,6.318117290968075,4.147945333970711,0.27003820799291134,10.240496334037744,25.363176374987233,optimized,,680265,218360,10146892,0.0,40,3883.354707235565,3883.354710259537,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,13,8,0,5
47,47,2,1,10.285766124725342,15.941601084021386,0.3793743750429712,3.281792833004147,6.432763334014453,5.493509125022683,0.2702638750197366,10.285910415987018,26.611387374985497,optimized,,680265,218360,10398812,0.0,44,3921.7107427867427,3921.7107721005286,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,10,7,0,3
48,48,2,1,10.382008790969849,14.05312050000066,0.374202334030997,3.170507417002227,6.162010749976616,4.000067458953708,0.2670643749879673,10.382153875019867,24.81534787500277,optimized,,680265,218360,9305132,0.0,39,3946.4279101648767,3946.4279405019042,2,0,0,-1,1,2,1,680265,1325,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,11,9,0,2
49,49,2,1,8.99704098701477,14.869896583026275,0.37679633300285786,3.3960162500152364,6.593830541998614,4.1568213339778595,0.2683030409971252,8.99724708404392,24.249153417011257,optimized,,680265,218360,9165372,0.0,35,3799.94522248405,3799.9452286481155,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,11,8,0,3
50,50,2,1,9.398539066314697,15.007482833985705,0.3810249170055613,3.491600958048366,6.5526636660215445,4.236069625010714,0.2703226250014268,9.39868858299451,24.792202166980132,optimized,,680265,218360,9696972,0.0,37,3843.1546088922178,3843.1546297540203,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,21,18,0,3
51,51,2,1,11.001195192337036,15.166659582988359,0.3837136250222102,3.466592082986608,6.538184124976397,4.418565250001848,0.27009316702606156,11.00133595900843,26.55632000003243,optimized,,680265,218360,10442972,0.0,44,3804.6536604900066,3804.653669895681,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,13,8,0,5
52,52,2,1,10.631384134292603,16.172720208007377,0.37713049998274073,3.3766967079718597,7.721296791976783,4.350397541013081,0.26640991697786376,10.63028874999145,27.18563208397245,optimized,,680265,218360,9684092,0.0,38,3870.4887246284193,3870.4887296227475,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,11,8,0,3
53,53,2,1,10.249727964401245,15.40888433298096,0.3789064580341801,3.0644457500311546,7.184470082982443,4.417645750043448,0.27305595797952265,10.249689916032366,26.042764040990733,optimized,,680265,218360,10729532,0.0,36,3941.010126543777,3941.010130149475,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,12,11,0,1
54,54,2,1,11.159912109375,14.454794457997195,0.3808215000317432,3.1371428330312483,6.570110916974954,4.011442457966041,0.2676283750333823,11.160006667021662,26.002398333977908,optimized,,680265,218360,9908732,0.0,38,3860.7040566093474,3860.704058518361,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,8,7,0,1
55,55,2,1,13.97687315940857,14.770203959022183,0.3776589579647407,3.309524832991883,6.592259540979285,4.133536666980945,0.2691401250194758,13.976967707974836,29.129592875018716,optimized,,680265,218360,9703932,0.0,42,3764.399726010248,3764.399735029329,2,0,0,-1,1,2,1,680265,1325,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,8,8,0,0
56,56,2,1,9.940670013427734,14.823732916964218,0.3791934999753721,3.434249166981317,6.474915666971356,4.16247908398509,0.27631420904072,9.940798374998849,25.1487006660318,optimized,,680265,218360,9896972,0.0,33,3601.319253552746,3601.319259693576,2,0,0,-1,1,2,1,680265,1325,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,19,9,0,10
57,57,2,1,9.446099996566772,14.41541200003121,0.38852212502388284,3.4734917499590665,6.113450750010088,4.090804334031418,0.26989391702227294,9.446234458999243,24.255512458039448,optimized,,680265,218360,9844972,0.0,32,3577.274829311762,3577.2748604240514,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,33,20,0,13
58,58,2,1,10.059035062789917,15.08111570798792,0.376812125032302,3.393488082976546,6.895997875020839,4.062295207986608,0.2687630000291392,10.059162624995224,25.521729832980782,optimized,,680265,218360,10014732,0.0,36,3533.408732418919,3533.4087429283622,2,0,0,-1,1,2,1,680265,1315,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,28,15,0,13
59,59,2,1,8.824069023132324,14.988868166983593,0.37687008403008804,3.075731208024081,7.002077125012875,4.177479750011116,0.2710532500059344,8.824207166035194,24.194533375033643,optimized,,680265,218360,9889932,0.0,33,3549.6519032707197,3549.651913590547,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,18,6,0,12
60,60,2,1,10.385648965835571,15.504916124977171,0.3774844160070643,3.190255916037131,6.323660042020492,5.253730249998625,0.271706165978685,10.385787582956254,26.273489291022997,optimized,,680265,218360,10305372,0.0,43,3541.4866276296043,3541.4866281480404,2,0,0,-1,1,2,1,680265,1320,,1,1,296960,273860,0,0,0,0,107060,1060,1325,107060,0,107060,2120,1060,1060,0,0,,26,15,0,11
61,61,2,1,2.5907680988311768,7.807938708981965,0.37617120903450996,2.3226111669791862,3.3462017500423826,1.6162224169820547,0.1995792500092648,2.590911833976861,10.779793124995194,optimized,,510265,163770,3813536,0.0,34,3150.4744723578283,3150.474473520791,2,0,0,-1,1,2,1,510265,1060,,1,1,222720,205395,0,0,0,0,80295,795,1060,80295,0,80295,1590,795,795,0,0,,29,17,0,12
62,62,2,1,0.6360828876495361,4.767329457972664,0.3731149170198478,1.660619833972305,1.7754842909635045,0.9883915830287151,0.13255370798287913,0.6362076249788515,5.781424291955773,optimized,,340265,109180,1305882,0.0,27,2664.248290774655,2664.2482907748586,2,0,0,-1,1,2,1,340265,789,,1,1,148480,136930,0,0,0,0,53530,530,795,53530,0,53530,1060,530,530,0,0,,41,27,0,14
63,63,2,1,0.03159499168395996,1.9169663329957984,0.37617683300049976,0.7251701250206679,0.6243698750040494,0.39390920801088214,0.065392000018619,0.031666082970332354,2.32936058298219,optimized,,170265,54590,393530,0.0,10,1688.2999998665805,1688.3000001271819,2,0,0,-1,1,2,1,170265,526,,1,1,74240,68465,0,0,0,0,26765,265,530,26765,0,26765,530,265,265,0,0,,17,4,0,13
